"time","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[1]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[2]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[3]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[4]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[5]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[6]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[7]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[8]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[9]","PistonCylinder.OttoCycle.curve_pVol[1].arr_V[10]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[1]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[2]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[3]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[4]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[5]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[6]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[7]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[8]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[9]","PistonCylinder.OttoCycle.curve_pVol[1].arr_p[10]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[1]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[2]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[3]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[4]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[5]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[6]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[7]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[8]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[9]","PistonCylinder.OttoCycle.curve_pVol[2].arr_V[10]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[1]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[2]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[3]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[4]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[5]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[6]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[7]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[8]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[9]","PistonCylinder.OttoCycle.curve_pVol[2].arr_p[10]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[1]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[2]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[3]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[4]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[5]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[6]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[7]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[8]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[9]","PistonCylinder.OttoCycle.curve_pVol[3].arr_V[10]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[1]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[2]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[3]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[4]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[5]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[6]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[7]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[8]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[9]","PistonCylinder.OttoCycle.curve_pVol[3].arr_p[10]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[1]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[2]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[3]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[4]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[5]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[6]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[7]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[8]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[9]","PistonCylinder.OttoCycle.curve_pVol[4].arr_V[10]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[1]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[2]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[3]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[4]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[5]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[6]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[7]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[8]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[9]","PistonCylinder.OttoCycle.curve_pVol[4].arr_p[10]"
85.4,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.45,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.5,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.55,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.6,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.65,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.7,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.75,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.8,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.85,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.9,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
85.95,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
86,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
86.05,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
86.1,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676199999999998,0.0007529621152906065,0.0005203229738154768,0.0004078396557337166,0.0003398971522913651,0.0002937898539345393,0.0002601570959514488,0.0002343835334182987,0.0002139112580474488,0.0001972000000000003,85254.09785837366,261043.3775720924,436832.6572858111,612621.9369995298,788411.2167132486,964200.4964269674,1139989.776140686,1315779.055854405,1491568.335568124,1667357.615281843,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125,0.001676200000000001,0.0007907724033771702,0.0005436869631125764,0.0004226259917645539,0.0003494618372196682,0.0002999567120206176,0.0002639910143761203,0.000236548579880514,0.0002148440511355175,0.0001971999999999998,515551.9662282703,1368094.116150365,2220636.26607246,3073178.415994556,3925720.56591665,4778262.715838745,5630804.86576084,6483347.015682936,7335889.16560503,8188431.315527125
